100784444-01	作者序言 
107980228-21	约瑟夫·利克莱德是公认的互联网"开山鼻祖",

107980228-22	是研究计算机网络技术团队的首位领导人,

107980228-23	一九六一年

107980228-24	利克莱德就预想过在两个阿帕网节点上建立网络连接,

107980228-25	八年后这个想法果真实现了.

107980228-26	他指出:

107980228-27	"计算机技术的出现将会带来一系列的问题,

107980228-28	也会成为人与人之间交流的重要媒介.

107980228-29	"此外,他还坚信计算机将有助于人们"做出更好的集体决策".

107980228-30	二十世纪六零年代及七零年代初期的计算机技术,经常被外界赋予一种神奇的魔力.

107980228-31	无政府主义者的梦想,就是让人人都能从辛苦的劳动中解放,

107980228-32	"一切工作都由慈悲为怀的机器来处理".

107980228-33	然而,反主流作家例如麦克·卢汉曾设想,

107980228-34	借由现代媒体技术,世界将会变成"地球村",甚至全人类都会成为一个"心灵共同体".

107980228-35	随着互联网成为全球数百万人的主要交流形式,科技乐观主义的风潮开始席卷全球.

107980228-36	上世纪九零年代早期,由于信息获取的便捷性及人与人之间的紧密连接,

107980228-37	一跃进入理想社会的思想一度盛行.

107980228-38	一九九三年,著名的科技专家哈利·哈恩曾预言人类即将进化出一种"与生俱来的灿烂文化",

107980228-39	与此同时,技术杂志"ƣƿƾƴƿ 二千"承诺读者"

107980228-40	在新型人机交互模式诞生的每时每刻,将第一时间带来报道

107980228-41	以往‘精英阶层掌控信息’的时代已经落幕,

107980228-42	未来掌握在孩子们的手里.

107980228-43	本杂志将在千禧年到来之前告知读者该如何响应时代号召做出行动,

107980228-44	未来具有无限可能."

107980228-45	许多早期的互联网支持者认为,人与人之间只要能自由沟通交流,就可以化解相互之间的误解和怨恨.

107980228-46	一九九七年,著名的麻省理工学院媒介实验室前主任

107980228-47	尼古拉斯·内格罗蓬特提到,

107980228-48	互联网将会促进世界和平,消除民族主义.

107980228-49	"网络独立宣言"的作者约翰·佩里·巴洛也认为,

107980228-50	互联网这个全新的自由世界将有助于建立公正自由的社会——打败那些工业时代"令人厌恶的以血肉打造的钢铁巨人".

107980228-51	然而,对这个新奇的互联网世界发表看法的不止有乐观主义者.

107980228-52	在未来理想社会过于乐观的期待背后,反乌托邦噩梦都在蠢蠢欲动.

107980228-53	利克莱德的观点是,人机交互可以推动建立和谐世界,

107980228-54	而文学评论家,哲学家刘易斯·芒福德则担心,

107980228-55	电脑计算机会让人类变成"被动接受机器控制的无头苍蝇".

107980228-56	一九六七年,有位教授曾在"太平洋杂志"发文警示,

107980228-57	计算机技术会打造出"个人化的电脑联邦记录数据库".

107980228-58	上世纪九零年代,科技乐观主义的氛围达到顶峰,

107980228-59	而与此同时,也有越来越多的人忧心互联网的发展对人类行为产生的影响.

107980228-60	一九九二年,尼尔·波兹曼在"技术垄断:文化向技术投降"中写道:

107980228-61	"如今,我们的周围充满了技术狂及独眼先知,

107980228-62	他们只看到了新技术的优越,却没有意识到技术会带来怎样的负面影响.

107980228-63	他们对技术的态度正如情人眼里出西施,

107980228-64	丝毫不担心未来的隐患.

107980228-65	有人认为互联网会让人类变得"不善交际""心灵脆弱""与外界世界隔绝"

107980228-66	世界各国也担忧网络色情产业,包括儿童色情产业在网络肆虐,

107980228-67	以及网络犯罪行为频发的情况,

107980228-68	因此各国政府积极颁布各项法律条文,来加强网络监管,控制和审查.

107980228-69	科技乐观主义与悲观主义两大派别的分歧自互联网诞生之初就已存在.

107980228-70	而随着技术的用武之地越来越多,发展速度越来越快,威力也不断增强,

107980228-71	两边的观点分歧也在不断加深,

107980228-72	如今双方已经发展成为两派极为对立的观点阵营.

107980228-73	超人主义者高举科技发展的大旗,

107980228-74	无政府原始主义者则强烈表示技术是万恶之源.

107980228-75	互联网成立初期,两者就以某种形式存在着,

107980228-76	且在近几年,由于科技在人们的日常生活中扮演着越来越重要的角色,

107980228-77	两派思想的知名度也在缓慢上升,

107980228-78	传播路径从暗网深处的论坛到表层网站制作精良的页面,

107980228-79	也包含众多门户网站,博客以及社交媒体.

107980228-80	但是到底哪种观点才是正确的呢?

107980228-81	互联网究竟拉近了人们之间的距离,还是取代了现实世界中人与人之间的交往?

107980228-82	便捷的信息渠道是让人们的思想更加开放,还是更加禁锢在自己的信仰世界中?

107980228-83	有没有一种可能,是互联网或者科技本身影响和限制了我们的选择,促使人们表现出特定的行为模式?

107980228-84	两者对技术发展的前瞻性预测一方正面,一方反面——是怎样看待暗网及目前的互联网使用情况的?

107980228-85	佐尔坦

107980228-86	佐尔坦·伊斯特万一直以来都想"长生不老".

107980228-87	这里的概念并不是比喻意义上的:不是活在后代的回忆中,也不是著作等身,流芳百世,

107980228-88	而是真正意义的"长生不老"——永生于世.

107980228-89	他坚信,科技的发展会让他梦想成真.

107980228-90	佐尔坦计划向计算机服务器上传自己的大脑,以及脑中数百亿个独特的突触路径.

107980228-91	他自信地跟我说:

107980228-92	"依照目前的发展,大概在本世纪中叶就能在技术上实现上传大脑的构想.

107980228-93	"佐尔坦并非一个假名或昵称,而是真实姓名,

107980228-94	此外他还是一名超人主义者.

107980228-95	佐尔坦所在的群体认为,技术能改良人类的身体,心智状态,

107980228-96	甚至是个人的道德层次.

107980228-97	正如他的同伴一样,

107980228-98	佐尔坦相信死亡是自然界的一种生物变异,

107980228-99	是可以借由人力进行改变的.

107980228-100	超人主义者一直在寻找能够使人类摆脱现有形态,持续进化的秘密,

107980228-101	他们认为技术能够克服人类在生物和基因遗传方面的限制

107980228-102	尤其是寿命长短以及身心极限

107980228-103	因此,

107980228-104	人类的命运并非只有死亡一条路.

107980228-105	超人主义哲学的先驱马克斯·默勒曾表示:

107980228-106	"只要深思熟虑,胆大心细地将技术应用于人类,

107980228-107	我们就能成为超越人类意义本身的个体,

107980228-108	不再遭受疾病,衰老和死亡的恐惧."

107980228-109	追根究底,超人主义的观点来自科幻小说家艾萨克·阿西莫夫以及未来主义生物学家朱利安·赫胥黎的构想,

107980228-110	后者于一九五七年提出了"超人"

107980228-111	ǇǅƱƾǆƸǈƽƱƾ的概念

107980228-112	著名的超人主义者尼克·波斯托姆曾提到,

107980228-113	人类打破自身局限的想法最早可以追溯到苏美尔的"吉尔伽美什史诗").

107980228-114	上世纪九零年代,超人主义思想在美国加利福尼亚州风行一时,

107980228-115	此时正是科技乐观主义盛行的时期.

107980228-116	一九九三年,弗诺·文奇将"奇点"的概念带入大众视野,

107980228-117	人工智能技术达到"奇点"之后会迅速进化,

107980228-118	甚至可以再生出更加高级的人类本体,取代肉体版的人类.

107980228-119	文奇表示,希望超人主义者能将互联网作为连接人类和机器的工具好好利用

107980228-120	这项技术的进步最快,且是目前为止最有可能带领人类进入"奇点"状态的工具.

107980228-121	一九九八年,这个发展迅速的群体成立了世界超人主义者协会

107980228-122	ƭƿǅƼƴ ƪǅƱƾǆƸǈƽƱƾƹǆǇ ƖǆǆƿƳƹƱǇƹƿƾ.

107980228-123	不久后,

107980228-124	众多具有影响力的超人主义者发表联合宣言:

107980228-125	"我们已预见到了改变人类境况的可行性:

107980228-126	不可规避的生老病死,

107980228-127	人类与人工智能技术的极限,

107980228-128	与生俱来的心理状态以及所处地球的局限性.

107980228-129	"二零零八年,世界超人协会改名为"人类＋",

107980228-130	目前依然是最大的超人主义者官方组织,

107980228-131	不仅每个季度都会发行制作精美的刊物,还会组织许多学术研讨会和活动.

107980228-132	如今,

107980228-133	人类＋已拥有来自全球一百多个国家的近六千名会员,

107980228-134	成员身份都是自称技术宅的科学家,自由主义分子,

107980228-135	学者及像佐尔坦一样的社会活动家.

107980228-136	尽管身份不同,但他们拥有共同的目标,那就是钻研最前沿的科技,研究领域涉及延长寿命,抗衰老,机器人,人工智能,控制论技术,空间移民,虚拟现实,人体冷冻等.

107980228-137	不过,大多数的超人主义技术还是聚焦在寿命延长,以及提升人类大脑和身体素质等方面.

107980228-138	科技发展将带领人类跨越"关键的一步",

107980228-139	正是对这种信念的坚持,激励着佐尔坦等超人主义者们不断前进.

107980228-140	他们认为,中短期内的科技发明,将会对人类的进步带来不可忽视的影响.

107980228-141	除了个人的终极目标,佐尔坦相信合成生物技术还可以帮助解决粮食短缺问题,

107980228-142	基因药物的发明有助于治疗疾病,

107980228-143	仿生假肢的技术成果已经证实可以彻底改变残疾人群体的命运

107980228-144	佐尔坦进一步解释,如果人类以电脑文件的形式存活,还可以极大地减少碳足迹

107980228-145	超人主义者相信,假设将大脑连接至电脑服务器,可以大大提升人类的认知水平和智力水平,

107980228-146	因此将有助于解决人类未来面临的诸多问题.

107980228-147	对他们而言,如果没有用尽各种方法提升人类性能,就是不理智的行为,甚至放弃了人类本该享有的可以摆脱痛苦,改善自我的权利.

107980228-148	超人主义者安德斯·桑德伯格博士,是一位性格温和的电脑神经学家,也是世界首屈一指的"人脑上传"技术的研究专家.

107980228-149	同时,他也是为数不多的能够使佐尔坦梦想成真的人物.

107980228-150	在上世纪九零年代,安德斯曾在故乡瑞典发起"超人社会"运动,

107980228-151	如今他的身份是牛津大学人类未来研究所的一名研究员,专门研究人类快速进化的问题.

107980228-152	我和安德斯约在周六下午,在牛津附近一条热闹的街道吃午饭.

107980228-153	安德斯本人个子很高,衣着打扮也十分讲究,

107980228-154	年龄在四十岁左右.

107980228-155	我注意到,他脖颈上戴着一个银色圆形徽章,

107980228-156	上面写着:

107980228-157	"现在立即致电求助.静脉注射五万ƫ肝素.

107980228-158	使用ƙƦƫ,且用冰块冷冻温度调整至十摄氏度.

107980228-159	ǂƞ值保持七点五.

107980228-160	不涂防腐剂.不进行解剖."

107980228-161	安德斯解释道:

107980228-162	"这是给尸体的第一发现人留下的信息,

107980228-163	我出门的时候基本都会戴着."

107980228-164	我还是没有听懂.他继续说:

107980228-165	"人体冷冻的关键时期,是死后两小时内.把身体放进氮气罐,以七十七摄氏度的绝对温度进行冷冻,这样就没问题了.

107980228-166	注射肝素是为了稀释血液,避免凝结,可以帮助加速冷冻过程."

107980228-167	目前,全球约有二千个人像安德斯一样,每月支付二十五到三十五美元,

107980228-168	希望死后能用人体冷冻技术保存完整的身体样貌 

107980228-169	与获得永生的"收益"相比,这个投资成本可以说是惊人地低了.

107980228-170	安德斯说:

107980228-171	"照目前的趋势,我估计待技术发展成熟时,约有二十％的可能性会醒过来."

107980228-172	我对安德斯的第一印象就是,这个人绝对是个天才,

107980228-173	他给人的感觉有点像十九世纪狂放不羁的科学家

107980228-174	尤其是他略带瑞典口音的说话方式及断句,让人感觉更像了.

107980228-175	他最近在服用认知神经类药物

107980228-176	莫达非尼做个小实验,

107980228-177	据他反映,效果不错.

107980228-178	此外,他还计划用手术在手指植入磁铁,来感应电磁波.
